"","language_id","lemma","word_form"
"3327","ko","_","몇"
"3328","ko","_","이들"
"3329","ko","_","어느"
"3330","ko","_","모든"
"3331","ko","_","어떤"
"3332","la","aliquot","aliquot"
"3333","la","suus","suis"
"3334","la","omnis","omnibus"
"3335","la","noster","nostra"
"3336","la","suus","sua"
"3337","la","omnis","omni"
"3338","la","noster","nostro"
"3339","la","suus","suo"
"3340","la","ille","illis"
"3341","la","is","eo"
"3342","la","hic","his"
"3343","la","alius","alia"
"3344","la","hic","hac"
"3345","la","idem","eadem"
"3346","la","ille","illa"
"3347","la","ipse","ipsa"
"3348","la","is","ea"
"3349","la","iste","ista"
"3350","la","nullus","nulla"
"3351","la","quis","qua"
"3352","la","ullus","ulla"
"3353","la","hic","hoc"
"3354","la","idem","eodem"
"3355","la","ille","illo"
"3356","la","ipse","ipso"
"3357","la","iste","isto"
"3358","la","nullus","nullo"
"3359","la","quidam","quodam"
"3360","la","ipse","ipsis"
"3361","la","iste","istis"
"3362","la","is","iis"
"3363","la","suus","suas"
"3364","la","omnis","omnes"
"3365","la","noster","nostram"
"3366","la","suus","suam"
"3367","la","omnis","omnem"
"3368","la","suus","suos"
"3369","la","noster","nostrum"
"3370","la","suus","suum"
"3371","la","cunctus","cuncta"
"3372","la","omnis","omnia"
"3373","la","meus","meum"
"3374","la","omnis","omne"
"3375","la","omnis","omnis"
"3376","la","hic","has"
"3377","la","is","eas"
"3378","la","aliquis","aliquam"
"3379","la","alius","aliam"
"3380","la","hic","hanc"
"3381","la","idem","eandem"
"3382","la","ille","illam"
"3383","la","is","eam"
"3384","la","iste","istam"
"3385","la","nullus","nullam"
"3386","la","quidam","quandam"
"3387","la","alius","alium"
"3388","la","hic","hunc"
"3389","la","ille","illum"
"3390","la","ipse","ipsum"
"3391","la","nullus","nullum"
"3392","la","hic","hos"
"3393","la","ipse","ipsos"
"3394","la","idem","eundem"
"3395","la","is","eum"
"3396","la","quidam","quendam"
"3397","la","hic","haec"
"3398","la","quidam","quaedam"
"3399","la","alius","aliud"
"3400","la","idem","idem"
"3401","la","ille","illud"
"3402","la","is","id"
"3403","la","nihil","nihil"
"3404","la","noster","nostrae"
"3405","la","suus","suae"
"3406","la","hic","huic"
"3407","la","ille","illi"
"3408","la","ipse","ipsi"
"3409","la","noster","nostrarum"
"3410","la","suus","suarum"
"3411","la","omnis","omnium"
"3412","la","suus","sui"
"3413","la","noster","nostri"
"3414","la","hic","huius"
"3415","la","ille","illius"
"3416","la","ipse","ipsius"
"3417","la","is","eius"
"3418","la","ille","illorum"
"3419","la","noster","noster"
"3420","la","quidam","quidam"
"3421","la","hic","hic"
"3422","la","ille","ille"
"3423","la","ipse","ipse"
"3424","la","alius","alius"
"3425","lv","tā","tās"
"3426","lv","sava","savas"
"3427","lv","šī","šīs"
"3428","lv","cita","citas"
"3429","lv","kāda","kādas"
"3430","lv","vairākas","vairākas"
"3431","lv","visa","visas"
"3432","lv","šī","šo"
"3433","lv","mana","manu"
"3434","lv","sava","savu"
"3435","lv","tā","to"
"3436","lv","cita","citu"
"3437","lv","kāda","kādu"
"3438","lv","katra","katru"
"3439","lv","visa","visu"
"3440","lv","savs","savus"
"3441","lv","viss","visus"
"3442","lv","šis","šo"
"3443","lv","tas","to"
"3444","lv","savs","savu"
"3445","lv","šāds","šādu"
"3446","lv","tāds","tādu"
"3447","lv","kāds","kādu"
"3448","lv","kurš","kuru"
"3449","lv","pats","pašu"
"3450","lv","viss","visu"
"3451","lv","sava","savām"
"3452","lv","cita","citām"
"3453","lv","viss","visiem"
"3454","lv","šī","šai"
"3455","lv","savs","saviem"
"3456","lv","šis","šiem"
"3457","lv","cits","citiem"
"3458","lv","tas","tā"
"3459","lv","šis","šī"
"3460","lv","kāda","kāda"
"3461","lv","šī","šajā"
"3462","lv","sava","savā"
"3463","lv","šis","šajā"
"3464","lv","kāds","kādā"
"3465","lv","tā","tā"
"3466","lv","mana","mana"
"3467","lv","šāda","šāda"
"3468","lv","šī","šī"
"3469","lv","tāda","tāda"
"3470","lv","visa","visa"
"3471","lv","tas","tie"
"3472","lv","vairāki","vairāki"
"3473","lv","viss","visi"
"3474","lv","mans","mans"
"3475","lv","šis","šis"
"3476","lv","tāds","tāds"
"3477","lv","tas","tas"
"3478","lv","kāds","kāds"
"3479","nl","al","alle"
"3480","nl","beide","beide"
"3481","nl","dat","dat"
"3482","nl","deze","deze"
"3483","nl","die","die"
"3484","nl","die","diens"
"3485","nl","dit","dit"
"3486","nl","elk","elk"
"3487","nl","elk","elke"
"3488","nl","enig","enig"
"3489","nl","enig","enige"
"3490","nl","enkel","enkele"
"3491","nl","enkele","enkele"
"3492","nl","geen","geen"
"3493","nl","ieder","ieder"
"3494","nl","ieder","iedere"
"3495","nl","sommig","sommige"
"3496","nl","veel","meer"
"3497","nl","veel","veel"
"3498","nl","wat","wat"
"3499","nl","weinig","weinig"
"3500","nl","welk","welk"
"3501","nl","welk","welke"
"3502","nl","wie","wiens"
"3503","nl","zo'n","zo'n"
"3504","nl","de","de"
"3505","nl","de","der"
"3506","nl","de","'s"
"3507","nl","het","het"
"3508","nl","het","'t"
"3509","nl","'s","'s"
"3510","nl","een","een"
"3511","nl","een","'n"
"3512","no","den","dens"
"3513","no","det","dets"
"3514","no","annen","andres"
"3515","no","annan","andre"
"3516","no","annen","andre"
"3517","no","førre","førre"
"3518","no","forrige","forrige"
"3519","no","neste","neste"
"3520","no","same","same"
"3521","no","samme","samme"
"3522","no","selve","selve"
"3523","no","sjølve","sjølve"
"3524","no","the","the"
"3525","no","annan","anna"
"3526","no","annan","annan"
"3527","no","eigen","eigen"
"3528","no","eigen","eige"
"3529","no","annen","annen"
"3530","no","egen","egen"
"3531","no","eigen","eiga"
"3532","no","annen","annet"
"3533","no","egen","eget"
"3534","no","ingen","inga"
"3535","no","deira","deira"
"3536","no","deres","deres"
"3537","no","din","di"
"3538","no","hans","hans"
"3539","no","hennar","hennar"
"3540","no","hennes","hennes"
"3541","no","min","mi"
"3542","no","sin","si"
"3543","no","vår","vår"
"3544","no","ein","ei"
"3545","no","en","ei"
"3546","no","den","den"
"3547","no","denne","denne"
"3548","no","sånn","sånn"
"3549","no","slik","slik"
"3550","no","noe","noe"
"3551","no","noen","noen"
"3552","no","noko","noko"
"3553","no","nokon","noka"
"3554","no","hvilken","hvilken"
"3555","no","all","all"
"3556","no","enhver","enhver"
"3557","no","hver","hver"
"3558","no","kvar","kvar"
"3559","no","ingen","ingen"
"3560","no","din","din"
"3561","no","min","min"
"3562","no","sin","sin"
"3563","no","ein","ein"
"3564","no","en","en"
"3565","no","det","den"
"3566","no","nokon","nokon"
"3567","no","din","ditt"
"3568","no","min","mitt"
"3569","no","sin","sitt"
"3570","no","vår","vårt"
"3571","no","ein","eit"
"3572","no","ein","eitt"
"3573","no","en","et"
"3574","no","det","det"
"3575","no","dette","dette"
"3576","no","slik","slikt"
"3577","no","noen","noe"
"3578","no","nokon","noko"
"3579","no","hvilken","hvilket"
"3580","no","all","alt"
"3581","no","hver","hvert"
"3582","no","kvar","kvart"
"3583","no","din","dine"
"3584","no","min","mine"
"3585","no","sin","sine"
"3586","no","vår","våre"
"3587","no","de","de"
"3588","no","dei","dei"
"3589","no","desse","desse"
"3590","no","disse","disse"
"3591","no","sånn","sånne"
"3592","no","slik","slike"
"3593","no","nokon","nokre"
"3594","no","hvilken","hvilke"
"3595","no","egen","egne"
"3596","no","eigen","eigne"
"3597","no","all","alle"
"3598","no","begge","begge"
"3599","no","kva","kva"
"3600","no","selv","selv"
"3601","no","sjølv","sjølv"
"3602","pl","nasz","naszych"
"3603","pl","kilka","kilku"
"3604","pl","swój","swoich"
"3605","pl","taki","takich"
"3606","pl","ten","tych"
"3607","pl","który","których"
"3608","pl","wszystek","wszystkich"
"3609","pl","swój","swego"
"3610","pl","ten","tego"
"3611","pl","który","którego"
"3612","pl","swój","swoim"
"3613","pl","ten","tym"
"3614","pl","który","którym"
"3615","pl","swój","swych"
"3616","pl","swój","swojego"
"3617","pl","taki","takiego"
"3618","pl","nasz","naszym"
"3619","pl","który","którzy"
"3620","pl","twój","twój"
"3621","pl","swój","swój"
"3622","pl","ten","ten"
"3623","pl","jakiś","jakiś"
"3624","pl","który","który"
"3625","pl","każdy","każdy"
"3626","pl","kilka","kilka"
"3627","pl","swój","swoje"
"3628","pl","taki","takie"
"3629","pl","ten","te"
"3630","pl","jakiś","jakieś"
"3631","pl","który","które"
"3632","pl","wszystek","wszystkie"
"3633","pl","mój","moim"
"3634","pl","swój","swoją"
"3635","pl","ten","tę"
"3636","pl","który","którą"
"3637","pl","ten","to"
"3638","pl","nasz","naszej"
"3639","pl","swój","swojej"
"3640","pl","ten","tej"
"3641","pl","który","której"
"3642","pl","ten","ta"
"3643","pl","który","która"
"3644","pt","_","a"
"3645","pt","_","algum"
"3646","pt","_","alguma"
"3647","pt","_","algumas"
"3648","pt","_","alguns"
"3649","pt","_","as"
"3650","pt","_","cada"
"3651","pt","_","demais"
"3652","pt","_","diversas"
"3653","pt","_","diversos"
"3654","pt","_","essa"
"3655","pt","_","essas"
"3656","pt","_","esse"
"3657","pt","_","esta"
"3658","pt","_","este"
"3659","pt","_","mais"
"3660","pt","_","meu"
"3661","pt","_","minha"
"3662","pt","_","muita"
"3663","pt","_","muitas"
"3664","pt","_","muito"
"3665","pt","_","muitos"
"3666","pt","_","nenhum"
"3667","pt","_","nenhuma"
"3668","pt","_","nossa"
"3669","pt","_","nosso"
"3670","pt","_","nossos"
"3671","pt","_","o"
"3672","pt","_","os"
"3673","pt","_","outra"
"3674","pt","_","outras"
"3675","pt","_","outro"
"3676","pt","_","outros"
"3677","pt","_","qualquer"
"3678","pt","_","seu"
"3679","pt","_","seus"
"3680","pt","_","sua"
"3681","pt","_","suas"
"3682","pt","_","toda"
"3683","pt","_","todas"
"3684","pt","_","todo"
"3685","pt","_","todos"
"3686","pt","_","várias"
"3687","pt","_","vários"
"3688","pt","o","os"
"3689","pt","o","as"
"3690","pt","$2e","esta"
"3691","pt","o","a"
"3692","pt","o","o"
"3693","pt","outro","outra"
"3694","pt","este","estas"
"3695","pt","todo","todas"
"3696","pt","um","umas"
"3697","pt","esse","essas"
"3698","pt","tal","tais"
"3699","pt","algum","algumas"
"3700","pt","diversos","diversas"
"3701","pt","muito","mais"
"3702","pt","muito","muitas"
"3703","pt","outro","outras"
"3704","pt","pouco","menos"
"3705","pt","tal","tal"
"3706","pt","várias","várias"
"3707","pt","que","que"
"3708","pt","nosso","nossas"
"3709","pt","seu","suas"
"3710","pt","cujo","cuja"
"3711","pt","este","esta"
"3712","pt","a","a"
"3713","pt","aquele","aquela"
"3714","pt","esse","essa"
"3715","pt","próprio","própria"
"3716","pt","algum","alguma"
"3717","pt","certo","certa"
"3718","pt","qualquer","qualquer"
"3719","pt","nenhum","nenhuma"
"3720","pt","meu","minha"
"3721","pt","nosso","nossa"
"3722","pt","seu","seu"
"3723","pt","seu","sua"
"3724","pt","cada","cada"
"3725","pt","todo","toda"
"3726","pt","todo","todo"
"3727","pt","esse","esses"
"3728","pt","este","estes"
"3729","pt","um","uns"
"3730","pt","este","este"
"3731","pt","algum","alguns"
"3732","pt","muito","muitos"
"3733","pt","outro","outros"
"3734","pt","pouco","poucos"
"3735","pt","vários","vários"
"3736","pt","nosso","nossos"
"3737","pt","seu","seus"
"3738","pt","ambos","ambos"
"3739","pt","todo","todos"
"3740","pt","aquele","aquele"
"3741","pt","esse","esse"
"3742","pt","próprio","próprio"
"3743","pt","algum","algum"
"3744","pt","muito","muito"
"3745","pt","outro","outro"
"3746","pt","pouco","pouco"
"3747","pt","nenhum","nenhum"
"3748","pt","meu","meu"
"3749","pt","nosso","nosso"
"3750","pt","cujo","cujo"
"3751","ro","meu","mea"
"3752","ro","-ul","-ul"
"3753","ro","acel","acele"
"3754","ro","acest","aceste"
"3755","ro","alt","alte"
"3756","ro","un","unele"
"3757","ro","celălalt","celelalte"
"3758","ro","câtva","câteva"
"3759","ro","mult","multe"
"3760","ro","tot","toată"
"3761","ro","tot","toate"
"3762","ro","cât","câte"
"3763","ro","al","a"
"3764","ro","al","ale"
"3765","ro","cel","cele"
"3766","ro","cel","celor"
"3767","ro","meu","noastră"
"3768","ro","tău","voastră"
"3769","ro","tău","ta"
"3770","ro","său","sa"
"3771","ro","acela","aceea"
"3772","ro","acesta","aceasta"
"3773","ro","acesta","asta"
"3774","ro","acel","acea"
"3775","ro","același","aceeași"
"3776","ro","acest","această"
"3777","ro","alt","altă"
"3778","ro","vreun","vreo"
"3779","ro","nici_un","nicio"
"3780","ro","însuși","însăși"
"3781","ro","anumit","anumită"
"3782","ro","mult","mult"
"3783","ro","mult","multă"
"3784","ro","tot","tot"
"3785","ro","cel","cea"
"3786","ro","un","o"
"3787","ro","acest","acești"
"3788","ro","alt","alți"
"3789","ro","câtva","câțiva"
"3790","ro","mult","mulți"
"3791","ro","tot","toți"
"3792","ro","al","ai"
"3793","ro","cel","cei"
"3794","ro","acela","acela"
"3795","ro","acesta","acesta"
"3796","ro","acesta","ăsta"
"3797","ro","acel","acel"
"3798","ro","același","același"
"3799","ro","acest","acest"
"3800","ro","vreun","vreun"
"3801","ro","nici_un","niciun"
"3802","ro","cel","cel"
"3803","ro","un","un"
"3804","ro","un","-un"
"3805","ro","fiecare","fiecare"
"3806","ro","orice","orice"
"3807","ro","care","care"
"3808","ro","-ului","-ului"
"3809","ro","lui","lui"
"3810","ro","-ul","lui"
"3811","ro","meu","noastre"
"3812","ro","tău","voastre"
"3813","ro","meu","mele"
"3814","ro","său","sale"
"3815","ro","acest","acestei"
"3816","ro","oricare","oricărei"
"3817","ro","care","cărei"
"3818","ro","anumit","anumite"
"3819","ro","un","unei"
"3820","ro","acest","acestui"
"3821","ro","oricare","oricărui"
"3822","ro","care","cărui"
"3823","ro","cel","celui"
"3824","ro","un","unui"
"3825","ro","acest","acestor"
"3826","ro","alt","altor"
"3827","ro","anumit","anumitor"
"3828","ro","care","căror"
"3829","ro","tot","tuturor"
"3830","ro","un","unor"
"3831","ro","-a","-a"
"3832","ro","-lea","-lea"
"3833","ro","său","săi"
"3834","ro","meu","nostru"
"3835","ro","tău","vostru"
"3836","ro","meu","meu"
"3837","ro","meu","mieu"
"3838","ro","tău","tău"
"3839","ro","său","său"
"3840","ro","alt","alt"
"3841","ro","însuși","însuși"
"3842","ro","anumit","anumit"
"3843","ro","lui","lor"
"3844","ro","lui","ei"
"3845","ro","niște","niște"
"3846","ro","oarecare","oarecare"
"3847","ru","этот","этого"
"3848","ru","свой","своего"
"3849","ru","свой","свою"
"3850","ru","весь","всех"
"3851","ru","некоторый","некоторых"
"3852","ru","такой","таких"
"3853","ru","тот","тех"
"3854","ru","свой","своих"
"3855","ru","свой","своей"
"3856","ru","весь","всем"
"3857","ru","свой","своим"
"3858","ru","_","этой"
"3859","ru","the","the"
"3860","ru","этот","этих"
"3861","ru","свой","своими"
"3862","ru","этот","этом"
"3863","ru","_","которая"
"3864","ru","_","который"
"3865","ru","каждый","каждый"
"3866","ru","тот","тот"
"3867","ru","что","что"
"3868","ru","этот","этот"
"3869","ru","_","все"
"3870","ru","_","которые"
"3871","ru","весь","все"
"3872","ru","некоторый","некоторые"
"3873","ru","такой","такие"
"3874","ru","весь","всю"
"3875","ru","этот","эту"
"3876","ru","_","этот"
"3877","ru","какой","какую"
"3878","ru","свой","свой"
"3879","ru","_","то"
"3880","ru","_","это"
"3881","ru","тот","то"
"3882","ru","этот","это"
"3883","ru","свой","своё"
"3884","ru","_","несколько"
"3885","ru","этот","эти"
"3886","ru","свой","свои"
"3887","ru","весь","всей"
"3888","ru","этот","этой"
"3889","ru","_","н."
"3890","ru","н.","н."
"3891","ru","_","того"
"3892","ru","_","этого"
"3893","ru","тот","того"
"3894","ru","какой","каких"
"3895","ru","тот","том"
"3896","ru","этот","эта"
"3897","ru","какой","какие"
"3898","ru","_","том"
"3899","ru","_","этом"
"3900","ru","какой","какой"
"3901","ru","ваш","вашу"
"3902","ru","какой-нибудь","какую-нибудь"
"3903","ru","мой","мою"
"3904","ru","наш","нашу"
"3905","ru","некий","некую"
"3906","ru","такой","такую"
"3907","ru","тот","ту"
"3908","ru","ваш","ваш"
"3909","ru","весь","весь"
"3910","ru","весь","всего"
"3911","ru","всякий","всякий"
"3912","ru","всякий","всякого"
"3913","ru","какой","какого"
"3914","ru","какой-либо","какой-либо"
"3915","ru","какой-нибудь","какого-нибудь"
"3916","ru","какой-нибудь","какой-нибудь"
"3917","ru","мой","моего"
"3918","ru","мой","мой"
"3919","ru","наш","наш"
"3920","ru","наш","нашего"
"3921","ru","некий","некий"
"3922","ru","некий","некоего"
"3923","ru","никакой","никакой"
"3924","ru","сей","сей"
"3925","ru","такой","такого"
"3926","ru","такой","такой"
"3927","ru","твой","твой"
"3928","ru","чей","чей"
"3929","ru","ваш","ваше"
"3930","ru","весь","всё"
"3931","ru","всякий","всякое"
"3932","ru","какой","какое"
"3933","ru","мой","мое"
"3934","ru","наш","наше"
"3935","ru","некоторый","некоторое"
"3936","ru","свой","свое"
"3937","ru","такой","такое"
"3938","ru","твой","твое"
"3939","ru","_","его"
"3940","ru","_","ее"
"3941","ru","ваш","ваши"
"3942","ru","всякий","всякие"
"3943","ru","какой-либо","какие-либо"
"3944","ru","кое-какой","кое-какие"
"3945","ru","мой","мои"
"3946","ru","мой","моих"
"3947","ru","наш","наши"
"3948","ru","наш","наших"
"3949","ru","некий","некие"
"3950","ru","никакой","никакие"
"3951","ru","никакой","никаких"
"3952","ru","сей","сих"
"3953","ru","твой","твои"
"3954","ru","тот","те"
"3955","ru","чей","чьи"
"3956","ru","_","свои"
"3957","ru","_","их"
"3958","ru","ваш","вашей"
"3959","ru","всякий","всякой"
"3960","ru","мой","моей"
"3961","ru","наш","нашей"
"3962","ru","некоторый","некоторой"
"3963","ru","тот","той"
"3964","ru","_","своей"
"3965","ru","тот","тем"
"3966","ru","весь","всему"
"3967","ru","мой","моему"
"3968","ru","наш","нашему"
"3969","ru","свой","своему"
"3970","ru","такой","такому"
"3971","ru","тот","тому"
"3972","ru","этот","этому"
"3973","ru","ваш","вашим"
"3974","ru","какой","каким"
"3975","ru","мой","моим"
"3976","ru","наш","нашим"
"3977","ru","некоторый","некоторым"
"3978","ru","такой","таким"
"3979","ru","этот","этим"
"3980","ru","ваш","вашего"
"3981","ru","какой-либо","какого-либо"
"3982","ru","некоторый","некоторого"
"3983","ru","никакой","никакого"
"3984","ru","сей","сего"
"3985","ru","всякий","всяких"
"3986","ru","какой-либо","каких-либо"
"3987","ru","некий","неких"
"3988","ru","весь","всеми"
"3989","ru","какой","какими"
"3990","ru","наш","нашими"
"3991","ru","некоторый","некоторыми"
"3992","ru","такой","такими"
"3993","ru","тот","теми"
"3994","ru","этот","этими"
"3995","ru","всякий","всяком"
"3996","ru","какой","каком"
"3997","ru","кой","коем"
"3998","ru","мой","моем"
"3999","ru","наш","нашем"
"4000","ru","некоторый","некотором"
"4001","ru","свой","своем"
"4002","ru","такой","таком"
"4003","ru","ваш","ваша"
"4004","ru","весь","вся"
"4005","ru","всякий","всякая"
"4006","ru","какой","какая"
"4007","ru","мой","моя"
"4008","ru","наш","наша"
"4009","ru","некий","некая"
"4010","ru","никакой","никакая"
"4011","ru","свой","своя"
"4012","ru","такой","такая"
"4013","ru","тот","та"
"4014","ru","чей","чья"
"4015","ru","его","его"
"4016","ru","ее","её"
"4017","ru","их","их"
"4018","sk","jej","jej"
"4019","sk","jeho","jeho"
"4020","sk","svoj","svojich"
"4021","sk","ten","tých"
"4022","sk","iný","iných"
"4023","sk","ktorý","ktorých"
"4024","sk","všetok","všetkých"
"4025","sk","môj","môjho"
"4026","sk","svoj","svojho"
"4027","sk","ten","toho"
"4028","sk","ktorý","ktorého"
"4029","sk","ich","ich"
"4030","sk","svoj","svojim"
"4031","sk","svoj","svojím"
"4032","sk","ktorý","ktorým"
"4033","sk","môj","mojich"
"4034","sk","niektorý","niektorých"
"4035","sk","ktorý","ktorými"
"4036","sk","svoj","svojom"
"4037","sk","každý","každom"
"4038","sk","ktorý","ktorí"
"4039","sk","ktorý","ktorý"
"4040","sk","všetok","všetci"
"4041","sk","môj","môj"
"4042","sk","ten","ten"
"4043","sk","tento","tento"
"4044","sk","sám","sám"
"4045","sk","akýsi","akýsi"
"4046","sk","nejaký","nejaký"
"4047","sk","každý","každý"
"4048","sk","môj","moje"
"4049","sk","svoj","svoje"
"4050","sk","taký","také"
"4051","sk","ten","tie"
"4052","sk","nejaký","nejaké"
"4053","sk","ktorý","ktoré"
"4054","sk","nijaký","nijaké"
"4055","sk","všetok","všetky"
"4056","sk","svoj","svoj"
"4057","sk","náš","nášho"
"4058","sk","tento","tohto"
"4059","sk","môj","mojom"
"4060","sk","ten","tom"
"4061","sk","tento","tomto"
"4062","sk","ktorý","ktorom"
"4063","sk","iný","iné"
"4064","sk","náš","naše"
"4065","sk","môj","moju"
"4066","sk","svoj","svoju"
"4067","sk","tá","tú"
"4068","sk","ktorý","ktorú"
"4069","sk","niekoľko","niekoľko"
"4070","sk","ten","to"
"4071","sk","to","to"
"4072","sk","toto","toto"
"4073","sk","všetok","všetko"
"4074","sk","náš","našej"
"4075","sk","môj","mojej"
"4076","sk","svoj","svojej"
"4077","sk","tá","tej"
"4078","sk","táto","tejto"
"4079","sk","ktorý","ktorej"
"4080","sk","to","tomu"
"4081","sk","táto","týchto"
"4082","sk","to","toho"
"4083","sk","toto","tohto"
"4084","sk","svoj","svojou"
"4085","sk","to","tým"
"4086","sk","to","tom"
"4087","sk","toto","tomto"
"4088","sk","môj","moja"
"4089","sk","tá","tá"
"4090","sk","táto","táto"
"4091","sk","sám","sama"
"4092","sk","ktorý","ktorá"
"4093","sl","njen","njene"
"4094","sl","njen","njeno"
"4095","sl","njegov","njegove"
"4096","sl","njegov","njegovo"
"4097","sl","svoj","svoji"
"4098","sl","ta","ti"
"4099","sl","takšen","takšni"
"4100","sl","oba","obe"
"4101","sl","naš","naše"
"4102","sl","vaš","vaše"
"4103","sl","njihov","njihove"
"4104","sl","svoj","svoje"
"4105","sl","ta","te"
"4106","sl","tak","take"
"4107","sl","tisti","tiste"
"4108","sl","nek","neke"
"4109","sl","nekateri","nekatere"
"4110","sl","kakšen","kakšne"
"4111","sl","kateri","katere"
"4112","sl","ves","vse"
"4113","sl","naš","našo"
"4114","sl","vaš","vašo"
"4115","sl","njihov","njihovo"
"4116","sl","svoj","svojo"
"4117","sl","ta","to"
"4118","sl","tak","tako"
"4119","sl","takšen","takšno"
"4120","sl","tale","tole"
"4121","sl","tisti","tisto"
"4122","sl","nek","neko"
"4123","sl","kak","kako"
"4124","sl","kakšen","kakšno"
"4125","sl","kateri","katero"
"4126","sl","ves","vso"
"4127","sl","vsak","vsako"
"4128","sl","njen","njen"
"4129","sl","njegov","njegov"
"4130","sl","njegov","njegovega"
"4131","sl","svoj","svoja"
"4132","sl","tak","taka"
"4133","sl","oba","oba"
"4134","sl","naš","naš"
"4135","sl","vaš","vaš"
"4136","sl","njihov","njihov"
"4137","sl","moj","moj"
"4138","sl","svoj","svoj"
"4139","sl","svoj","svojega"
"4140","sl","oni","oni"
"4141","sl","ta","ta"
"4142","sl","ta","tega"
"4143","sl","tak","tak"
"4144","sl","tak","takega"
"4145","sl","takšen","takšnega"
"4146","sl","tale","tale"
"4147","sl","tisti","tistega"
"4148","sl","tisti","tisti"
"4149","sl","isti","isti"
"4150","sl","nek","neki"
"4151","sl","kakšen","kakšen"
"4152","sl","kateri","katerega"
"4153","sl","kateri","kateri"
"4154","sl","noben","noben"
"4155","sl","ves","ves"
"4156","sl","vsak","vsak"
"4157","sl","naš","naša"
"4158","sl","njihov","njihova"
"4159","sl","moj","moja"
"4160","sl","tisti","tista"
"4161","sl","kakšen","kakšna"
"4162","sl","ves","vsa"
"4163","sl","moj","moje"
"4164","sl","nekaj","nekaj"
"4165","sl","nič","nič"
"4166","sl","njen","njeni"
"4167","sl","svoj","svojim"
"4168","sl","ta","tem"
"4169","sl","tisti","tistim"
"4170","sl","kateri","katerim"
"4171","sl","ves","vsem"
"4172","sl","ta","tej"
"4173","sl","ta","temu"
"4174","sl","ves","vsemu"
"4175","sl","njen","njenih"
"4176","sl","njegov","njegovih"
"4177","sl","oba","obeh"
"4178","sl","naš","naših"
"4179","sl","njihov","njihovih"
"4180","sl","svoj","svojih"
"4181","sl","ta","teh"
"4182","sl","tak","takih"
"4183","sl","takšen","takšnih"
"4184","sl","tisti","tistih"
"4185","sl","nekateri","nekaterih"
"4186","sl","kak","kakih"
"4187","sl","kateri","katerih"
"4188","sl","ves","vseh"
"4189","sl","noben","nobene"
"4190","sl","noben","nobenega"
"4191","sl","ves","vsega"
"4192","sl","svoj","svojimi"
"4193","sl","kateri","katerimi"
"4194","sl","njegov","njegovi"
"4195","sl","naš","naši"
"4196","sl","njihov","njihovi"
"4197","sl","kakšen","kakšni"
"4198","sl","ves","vsej"
"4199","sl","njegov","njegovem"
"4200","sl","naš","našem"
"4201","sl","svoj","svojem"
"4202","sl","nek","nekem"
"4203","sl","kateri","katerem"
"4204","sl","njegov","njegova"
"4205","sl","vaš","vaša"
"4206","sl","nekateri","nekateri"
"4207","sl","ves","vsi"
"4208","sl","toliko","toliko"
"4209","sl","dosti","dosti"
"4210","sl","dovolj","dovolj"
"4211","sl","malo","malo"
"4212","sl","manj","manj"
"4213","sl","največ","največ"
"4214","sl","pol","pol"
"4215","sl","preveč","preveč"
"4216","sl","več","več"
"4217","sl","veliko","veliko"
"4218","sl","koliko","koliko"
"4219","sv","varenda","varenda"
"4220","sv","båda","båda"
"4221","sv","den","den"
"4222","sv","den","det"
"4223","sv","denna","denna"
"4224","sv","sin","sin"
"4225","sv","du","din"
"4226","sv","jag","min"
"4227","sv","sig","sin"
"4228","sv","vi","vår"
"4229","sv","en","den"
"4230","sv","den","de"
"4231","sv","denna","detta"
"4232","sv","sin","sitt"
"4233","sv","du","ditt"
"4234","sv","sig","sitt"
"4235","sv","vi","vårt"
"4236","sv","det","det"
"4237","sv","en","det"
"4238","sv","detta","detta"
"4239","sv","denna","dessa"
"4240","sv","sin","sina"
"4241","sv","sig","sina"
"4242","sv","vi","våra"
"4243","sv","en","de"
"4244","sv","dessa","dessa"
"4245","sv","deras","deras"
"4246","sv","dess","dess"
"4247","sv","hans","hans"
"4248","sv","hennes","hennes"
"4249","sv","vars","vars"
"4250","sv","de","deras"
"4251","sv","den","dess"
"4252","sv","han","hans"
"4253","sv","samma","samma"
"4254","sv","ingen","ingen"
"4255","sv","någon","någon"
"4256","sv","vilken","vilken"
"4257","sv","ingen","inget"
"4258","sv","någon","något"
"4259","sv","vilken","vilket"
"4260","sv","ingen","inga"
"4261","sv","någon","några"
"4262","sv","vilken","vilka"
"4263","sv","varje","varje"
"4264","sv","all","all"
"4265","sv","all","allt"
"4266","sv","all","alla"
"4267","ta","அந்த","அந்த"
"4268","ta","இந்த","இந்த"
"4269","tr","bazı","bazı"
"4270","tr","birçok","birçok"
"4271","tr","birkaç","birkaç"
"4272","tr","bu","bu"
"4273","tr","her","her"
"4274","tr","hiçbir","hiçbir"
"4275","tr","kimi","kimi"
"4276","tr","o","o"
"4277","tr","şu","şu"
"4278","tr","tüm","tüm"
"4279","tr","_","bu"
"4280","tr","_","diğer"
"4281","tr","_","her"
"4282","tr","_","tüm"
"4283","tr","_","bazı"
"4284","tr","_","bir"
"4285","tr","_","birçok"
"4286","ug","_","قېتىم"
"4287","uk","мій","мого"
"4288","uk","наш","нашого"
"4289","uk","свій","свого"
"4290","uk","такий","такого"
"4291","uk","той","того"
"4292","uk","цей","цього"
"4293","uk","інший","іншого"
"4294","uk","один","одного"
